,pc_1,pc_2,pc_3,label
0,0.34674599669955947,0.08962366308824447,-0.06014321264632498,1
1,0.010517302473502141,-0.09431522804817691,-0.23084845390572048,1
2,0.3364108842131262,0.010770080064327732,0.09032026001065717,1
3,0.8238112642205738,-0.006103989664949739,-0.02589626175569993,1
4,0.09811678735921582,-0.18133460201864465,0.07459274706488271,1
5,0.6328062546325155,0.06852275968086466,0.07537565847274495,1
6,0.6377625532468008,-0.06509120750385965,0.16127770950088496,1
7,0.47974281335013585,0.12992707958692623,0.037774692360002686,1
8,0.496156370285612,-0.024664544060462937,0.16786720713495026,1
9,0.6049722448707066,-0.21343035698411666,-0.09125813827875127,1
10,0.6015672289720209,-0.07492224134284628,-0.18339644228941274,1
11,0.44850378768964183,-0.013517921436784677,-0.22099740840215437,1
12,0.5383760658352131,-0.16680630723671971,0.03973610775854319,1
13,0.5327991253006721,-0.03246000357917513,-0.04715375694873001,1
14,0.5528197518733032,-0.07592039835403865,0.07219615526811668,1
15,0.7179778265001121,0.08514615353028095,0.2446810375981154,1
16,0.74963504451393,0.07761372987927655,0.14727891184238207,1
17,0.720016058273635,-0.0846037226805288,-0.11000801978452937,1
18,0.7168447361378345,-0.07072541960098036,-0.10525693593725419,1
19,0.651244528615902,-0.042140405961046914,0.02621454605450598,1
20,0.6502485571023408,-0.024101369853582987,0.025737310100040045,1
21,0.8837836798307084,0.008899589350013896,0.05622492847259163,1
22,0.7377380759787353,0.04141702382644341,0.19546717594622415,1
23,0.736123520204749,0.06018774838195937,0.1940142101581823,1
24,0.5509853397766216,-0.18069737644129458,-0.05925682314626,1
25,1.577314855801365,0.10371380980810288,0.06192017091684841,1
26,0.4839734378839556,-0.15959734916180157,0.10050803938242478,1
27,1.5445245474252682,-0.04462533967215439,-0.1906156768627881,1
28,1.5658307756379608,0.09418785680537843,0.10347961806982926,1
29,0.5406368194716468,-0.21085320345537734,0.004836987515591749,1
30,0.9065846797964028,-0.03036217986055951,-0.09788900473214042,1
31,0.9224544646131568,-0.05368681716287562,-0.12286481037825465,1
32,0.441232012924677,-0.09906025930958806,0.10897931507024677,1
33,1.6288034152842128,0.03564043385228893,-0.024536045495221804,1
34,1.5371566547657958,-0.06992641015362097,-0.17626995175474292,1
35,1.5576781311825845,0.0690351248659017,0.11680147400603226,1
36,1.6206513222954595,0.0104875282378324,-0.011210951007447355,1
37,1.6176718849355343,0.002152826580176757,-0.007113414855615262,1
38,0.4873394342212078,-0.1406455978456324,-0.14250972543999985,1
39,0.06033995955420326,-0.1549012775352149,0.1439124150089389,1
40,0.04215654743087103,-0.21011257557836902,0.16691809580737985,1
41,-0.011945813454025376,-0.11742204758248473,0.07877126789887677,1
42,1.6146924721946538,-0.0061818828308263215,-0.0030157341255880334,1
43,1.558689991691506,-0.13426336743377784,-0.09144558114580494,1
44,1.555835270648359,-0.08317495508046124,-0.1293593002520996,1
45,1.639506844287102,0.022508729433901437,-0.011087272798068289,1
46,1.5853113795342972,-0.11938282429552034,-0.08989216822100464,1
47,1.6410194519864738,-0.0007567024532529808,0.0003306823057712537,1
48,1.6516084210706898,-0.03364849270494777,-0.003946347305330307,1
49,1.6485997648426989,-0.04197399237988978,-2.040233871526277e-05,1
50,1.6455941946509451,-0.0503004639491582,0.0039236657329527,1
51,1.6425912475899958,-0.058627761628604357,0.007883138443914809,1
52,1.6395905489268712,-0.06695576740248846,0.01185581513141529,1
53,1.6365917920618758,-0.07528438471247811,0.015839895253198327,1
